OTU_1	OTU_2	correlation	clust_0_score	clust_1_score	clust_2_score	clust_4_score	clust_5_score	clust_6_score	clust_7_score	clust_8_score	clust_12_score	OTU_1_Taxonomy	OTU_2_Taxonomy
OTU1	OTU54	0.5921583000630001	0.010646579141292467	0.0029935698428892924	0.019629218968006516	0.026295972587878864	0.011480604528588399	0.09793305295139898	0.02624643393774924	8.387986647157594e-05	0.03424122773105045	Cyanobacteria	Planctomycetes
OTU1	OTU58	0.579015407019	0.012496357661713555	0.008006331925606573	0.015947747546030733	0.023616147080777344	0.011012940295852487	0.10205276927668147	0.027417369063680093	0.0	0.01921707361151131	Cyanobacteria	Proteobacteria
OTU1	OTU60	0.551518767358	0.00976295258903017	0.0021008397194390753	0.020504172941401125	0.024273665095560188	0.010759618678368848	0.11158311622270843	0.04199824983695409	0.0	0.015970521496621124	Cyanobacteria	Cyanobacteria
OTU1	OTU66	0.7696335083310001	0.01759030208967057	0.002092620380142282	0.016410340772741446	0.023579004031686418	0.012083578467073527	0.10250894099065841	0.022909922511506205	0.0	0.018522065541973817	Cyanobacteria	Proteobacteria
OTU1	OTU67	0.6946314745730001	0.011398347740875541	0.0022929803658377477	0.01767144778196613	0.023855032399976772	0.014737731479771681	0.09900846095486121	0.025800053256723875	0.0	0.020167630436458334	Cyanobacteria	Verrucomicrobia
OTU1	OTU68	0.698585707523	0.01776110028454807	0.002627551548292578	0.014750535834714907	0.023359730391823152	0.011455908768423291	0.10061384802035139	0.023371690591935574	0.0	0.017388822325236575	Cyanobacteria	Bacteroidetes
OTU1	OTU71	0.6454399620310001	0.010560873962503901	0.0020704920939616464	0.016480185287530674	0.024770962571486265	0.010676186458070329	0.10627913789722118	0.03713280626493356	0.0	0.01641276935010786	Cyanobacteria	Cyanobacteria
OTU1	OTU77	0.501346456598	0.013438416080382688	0.0029814194414962856	0.015799025270650104	0.02189465552722921	0.01137484643536079	0.09993994375034787	0.024025034067309523	0.0	0.021195244819938768	Cyanobacteria	Proteobacteria
OTU1	OTU78	0.724785034463	0.013369147134652915	0.0022544200716522727	0.014054322064570694	0.02397436489708362	0.013527535747302772	0.1015848405211662	0.02266379441671845	0.0	0.017066384700095943	Cyanobacteria	Actinobacteria
OTU1	OTU79	0.775886830126	0.0116193725457275	0.0021598518820234143	0.01500227911288047	0.0231493583986499	0.01180787006262004	0.10201957723086572	0.026962742533115765	1.216078996491612e-05	0.020743625279016794	Cyanobacteria	Planctomycetes
OTU1	OTU83	0.618224260277	0.015484205603112946	0.0020779302504133116	0.020418693884946857	0.02736601541824035	0.0139049259882077	0.09820450125126674	0.022354918242976907	0.0	0.016401656780105495	Cyanobacteria	Planctomycetes
OTU1	OTU86	0.6716322362999999	0.017670633625737047	0.002137391621346774	0.01590038724592971	0.025598719600946535	0.012528382115603325	0.10092673377774306	0.023312880795438234	0.0	0.016130587456939915	Cyanobacteria	Verrucomicrobia
OTU1	OTU88	0.7576801567560001	0.015102106995703538	0.0021555567002571117	0.01545250554414445	0.024666166435080326	0.012474363666290329	0.10135857753665851	0.024097294060128286	1.216078996491612e-05	0.01646404786507073	Cyanobacteria	Verrucomicrobia
OTU1	OTU91	0.806580657633	0.011206965608495153	0.0028168048923153523	0.015993029688662827	0.02687136724617851	0.01078047591021055	0.10014443358732311	0.024917895226968172	0.0	0.016254595659424862	Cyanobacteria	Proteobacteria
OTU1	OTU95	0.753700887509	0.011262766669847567	0.00229193441985734	0.014342331062498269	0.023584456689401612	0.011977243814157244	0.09846701730610244	0.023944412771814666	0.0	0.020297474788326147	Cyanobacteria	Planctomycetes
